Year,Agency,Use Case Name,Retired
2025,National Aeronautics and Space Administration,Probabilistic calibration framework for finite element thermal process modeling of metallic additive manufacturing. Application to promote certification/qualification of load critical aerospace flight parts.,False
2025,National Aeronautics and Space Administration,Retrieving Aerosol Optical Depth and High Spatial Resolution Ocean Surface Wind Speed From CALIPSO: A Neural Network Approach,False
2025,National Aeronautics and Space Administration,Severe Storm Prediction via Overshooting Cloud Top and Above Anvil Cirrus Plume Image Recognition from Satellite Imager Data,False
2025,National Aeronautics and Space Administration,Using Natural Language Processing to Help Automate the Standardization of PI Variable Names from ICARTT Files,False
2025,National Aeronautics and Space Administration,Airplane detection,False
2025,National Aeronautics and Space Administration,Automated Dust detection in satellite imagery,False
2025,National Aeronautics and Space Administration,Deep Learning-based Hurricane Intensity Estimator,False
2025,National Aeronautics and Space Administration,GCMD Keyword Recommender (GKR),False
2025,National Aeronautics and Space Administration,Marine debris detection using deep learning and high resolution satellite images,False
2025,National Aeronautics and Space Administration,Near-Reality Slosh Model using AIML,False
2025,National Aeronautics and Space Administration,Phenomena Detection Portal,False
2025,National Aeronautics and Space Administration,Pixel-Level Smoke Detection Model with Deep Learning,False
2025,National Aeronautics and Space Administration,Predicting streamflow with deep learning,False
2025,National Aeronautics and Space Administration,Ship detection,False
2025,National Aeronautics and Space Administration,Sinatra Software for Anomaly Detection,False
2025,National Aeronautics and Space Administration,INtelligent StennIs Gas House Technology (INSIGHT),False
2025,National Aeronautics and Space Administration,NASA Platform for Autonomous Systems (NPAS),False
2025,National Aeronautics and Space Administration,Autonomous WAiting Room Evaluation (AWARE),False
2025,National Aeronautics and Space Administration,Pre-trained microscopy image neural network encoders,False
2025,National Aeronautics and Space Administration,Surrogate Models for Efficient Multiscale Modeling of Composite Materials,False
2025,National Aeronautics and Space Administration,Federated Learning Using In-Space Data (FLUID ),False
2025,National Aeronautics and Space Administration,Mapping Digital Infrastructure (MADI),False
2025,National Aeronautics and Space Administration,Use of AI for UAV power train monitoring,False
2025,National Aeronautics and Space Administration,Nighttime Combustion Detection from NASA’s Black Marble,False
2025,National Aeronautics and Space Administration,Biological and Physical Sciences (BPS) RNA Sequencing Benchmark Training Dataset,False
2025,National Aeronautics and Space Administration,NIR spectroscopy-based analytical tool for immediate determination of chemical signature,False
2025,National Aeronautics and Space Administration,Improved Differential Dynamic Microscopy (DDM) tool for characterization of soft matter,False
2025,National Aeronautics and Space Administration,The On-board Artificial Intelligence Research (OnAIR) Platform,False
2025,National Aeronautics and Space Administration,Troupe Rover Demonstration,False
2025,National Aeronautics and Space Administration,Manager for Intelligent Knowledge Access (MIKA),False
2025,National Aeronautics and Space Administration,AdaStress,False
2025,National Aeronautics and Space Administration,Rover ML-based vision system,False
2025,National Aeronautics and Space Administration,ImageLabeler,False
2025,National Aeronautics and Space Administration,Oceanic cold pool detection using scatterometer winds,False
2025,National Aeronautics and Space Administration,Similarity Search for Earth Science Image Archive,False
2025,National Aeronautics and Space Administration,PASSION Computer,False
2025,National Aeronautics and Space Administration,Instantaneous Clarity of Ambient eNvironment Capability (ICAN-C),False
2025,National Aeronautics and Space Administration,Trajectory mission design,False
2025,National Aeronautics and Space Administration,TAPAS (Track Augmentation and Performance Analysis System),False
2025,National Aeronautics and Space Administration,Onboard Planner for Mars2020 Rover (Perseverance),False
2025,National Aeronautics and Space Administration,"SensorWeb: Volcano, Flood, Wildfire, and others.",False
2025,National Aeronautics and Space Administration,Mexec Onboard Planning and Execution,False
2025,National Aeronautics and Space Administration,Requirement Alignment (REQAL),False
2025,National Aeronautics and Space Administration,"Robust, Explainable Autonomy for Scientific Icy Moon Operations (REASIMO)",False
2025,National Aeronautics and Space Administration,Friction Stir Weld Control,False
2025,National Aeronautics and Space Administration,"AI Digital Assistants (HRP) [was ""Doc in a Box"" for Earth Independent Medical Operations (EIMO)]",False
2025,National Aeronautics and Space Administration,Data Fracking (HRP),False
2025,National Aeronautics and Space Administration,AIML for Code Review and Workforce Augmentation (converted to collective),True
2025,National Aeronautics and Space Administration,OCFO External Performance Reporting,False
2025,National Aeronautics and Space Administration,Reinforcement Learning for Lunar Lander Real Time Optimal Trajectory,False
2025,National Aeronautics and Space Administration,OCFO Credit Risk and Defaul Estimation Tool,False
2025,National Aeronautics and Space Administration,OCFO President Budget Request RAG,False
2025,National Aeronautics and Space Administration,Borescope Artificial Intelligence (BAI),False
2025,National Aeronautics and Space Administration,Coupled Loads Analysis Research Assistant (CLARA),True
2025,National Aeronautics and Space Administration,NASA E-Nose for the detection of disease using breath analysis,False
2025,National Aeronautics and Space Administration,SERVIR Applied Deep Learning Book,False
2025,National Aeronautics and Space Administration,Atomistic Force Field Accelerator (ARFFA),False
2025,National Aeronautics and Space Administration,Advanced Air Mobility Digital Assistant,False
2025,National Aeronautics and Space Administration,Large language models for food security outlooks,False
2025,National Aeronautics and Space Administration,Foundation model for Weather and Climate,False
2025,National Aeronautics and Space Administration,Foundation Model for Helio Physics,False
2025,National Aeronautics and Space Administration,Design Optimization of Turbomachinery Rotor Blades using Neural Network Surrogate Models,False
2025,National Aeronautics and Space Administration,Spaceport Throughput Analysis Resource,False
2025,National Aeronautics and Space Administration,Deep Learning Inhale Breath Detection Model to Support CO2 Washout Suit TestingInspired CO2 Algorithm for Respiration User Signals (ICARUS): A Deep Learning Model to Enable Real-Time and Post-Test ppCO2 Inspired Calculations,False
2025,National Aeronautics and Space Administration,SVM Classification of Write-in Topics from MSD Customer Sat Survey,False
2025,National Aeronautics and Space Administration,Solar Sail Shape Reconstruction,False
2025,National Aeronautics and Space Administration,ATLAS,False
2025,National Aeronautics and Space Administration,NASA-GPT: Retrieval-Augmented Generation using NTRS and more,False
2025,National Aeronautics and Space Administration,Hierarchical U.N. Standard Product and Service Code Classification through logistic regression with the scikit-learn library,False
2025,National Aeronautics and Space Administration,ChatGSFC,False
2025,National Aeronautics and Space Administration,General AI LLM Chatbot for NASA CUI Data: Accelerated Langley Transformation Initiative Research Assistant (ALTIRA),False
2025,National Aeronautics and Space Administration,Aerial AId: Visual data processing with AI in emergency scenarios for quick decision making,False
2025,National Aeronautics and Space Administration,Implement machine learning in NMIS to assist with mishap coding,False
2025,National Aeronautics and Space Administration,XR Enabling Technologies for Hardware Integration & Test Process Improvement,False
2025,National Aeronautics and Space Administration,DSM Autonomy: Capability Integration/Demonstration and Mission Resilience,False
2025,National Aeronautics and Space Administration,Implementing Intelligent Extensible Mission Architectures (IEMA),False
2025,National Aeronautics and Space Administration,A diagnostic package to facilitate and enhance chemical mechanism implementations within regional and global atmospheric chemistry models,False
2025,National Aeronautics and Space Administration,A machine learning tool to assist the validation of HPLC analysis of phytoplankton pigments at NASA GSFC,False
2025,National Aeronautics and Space Administration,A Neural Network Retrieval for Aerosol Optical Depth,False
2025,National Aeronautics and Space Administration,Adding Blowing Snow Diagnosis to the GEOS Capability for Improved Surface Mass Balance and Weather Applications,False
2025,National Aeronautics and Space Administration,Aerosol and Cloud Detection Using Machine Learning Algorithms and Space-Based Lidar Data,False
2025,National Aeronautics and Space Administration,AI Foundation Model for Weather and Climate,False
2025,National Aeronautics and Space Administration,AI Prediction Algorithms for Autonomous Science and Operations,False
2025,National Aeronautics and Space Administration,Algorithm developments for synergistic use of water quality products from multispectral and hyperspectral satellite observations,False
2025,National Aeronautics and Space Administration,An Urban Information System to Assess Neighborhood Climate Risk and Daily Exposures in Cities,False
2025,National Aeronautics and Space Administration,Analysis of GES DISC datasets through NLP and TF-IDF techniques analyzing publications,False
2025,National Aeronautics and Space Administration,Applying machine learning in improving parameters in the global river routing model,False
2025,National Aeronautics and Space Administration,Applying Machine Learning to Earth Ozone Retrieval: Improving Scattering Calculations and Correcting Systematic Errors,False
2025,National Aeronautics and Space Administration,Automated Quality Control Scheme for GPM Satellite Precipitation Products,False
2025,National Aeronautics and Space Administration,Automated segmentation of chemical and mineralogical maps,False
